Count,Name,Edition,Card Number,Foil
1,Waterfall Aerialist,Strixhaven: School of Mages,61,
3,Witherbloom Apprentice,Strixhaven: School of Mages,247,
1,Witherbloom Apprentice,Strixhaven: School of Mages,247,
1,Witherbloom Campus,Strixhaven: School of Mages,275,
2,Witherbloom Campus,Strixhaven: School of Mages,275,
1,Witherbloom Command,Strixhaven: School of Mages,248,
1,Witherbloom Command,Strixhaven: School of Mages,248,
1,Witherbloom Pledgemage,Strixhaven: School of Mages,249,foil
2,Witherbloom Pledgemage,Strixhaven: School of Mages,249,
1,Witherbloom Pledgemage,Strixhaven: School of Mages,249,
2,Wormhole Serpent,Strixhaven: School of Mages,62,
1,Wormhole Serpent,Strixhaven: School of Mages,62,
2,Zephyr Boots,Strixhaven: School of Mages,261,
1,Zephyr Boots,Strixhaven: School of Mages,261,
1,Zephyr Boots,Strixhaven: School of Mages,261,foil
2,"Zimone, Quandrix Prodigy",Strixhaven: School of Mages,250,
1,"Zimone, Quandrix Prodigy",Strixhaven: School of Mages,250,
1,Academy Researchers,Tenth Edition,63,
1,Afflict,Tenth Edition,125,
1,Air Elemental,Tenth Edition,64,
1,Anaba Bodyguard,Tenth Edition,187,
1,Aura Graft,Tenth Edition,67,
1,Aven Cloudchaser,Tenth Edition,7,
1,Aven Fisher,Tenth Edition,68,
2,Canopy Spider,Tenth Edition,254,
1,Civic Wayfinder,Tenth Edition,255,
2,Cloud Sprite,Tenth Edition,75,
1,Contaminated Bond,Tenth Edition,132,
1,Dehydration,Tenth Edition,78,
1,Demolish,Tenth Edition,196,
2,Demystify,Tenth Edition,14,
1,Distress,Tenth Edition,136,
1,Dross Crocodile,Tenth Edition,138,
1,Elven Riders,Tenth Edition,259,
1,Essence Drain,Tenth Edition,141,
1,Fear,Tenth Edition,142,
1,Flamewave Invoker,Tenth Edition,202,
1,Fugitive Wizard,Tenth Edition,86,
1,Giant Growth,Tenth Edition,266,
1,Goblin Piker,Tenth Edition,209,
1,Goblin Sky Raider,Tenth Edition,210,
1,Gravedigger,Tenth Edition,146,
1,Heart of Light,Tenth Edition,19,
1,Hill Giant,Tenth Edition,212,
1,Holy Strength,Tenth Edition,22,
1,Juggernaut,Tenth Edition,328,
1,Kraken's Eye,Tenth Edition,329,
1,Lightning Elemental,Tenth Edition,217,
1,Llanowar Elves,Tenth Edition,274,
1,Loxodon Mystic,Tenth Edition,26,
1,Lure,Tenth Edition,276,
1,Mass of Ghouls,Tenth Edition,156,
1,Phyrexian Vault,Tenth Edition,337,
1,Plague Beetle,Tenth Edition,168,
1,Plague Wind,Tenth Edition,169,
1,Ravenous Rats,Tenth Edition,171,
1,Righteousness,Tenth Edition,36,
1,Robe of Mirrors,Tenth Edition,101,
1,Rock Badger,Tenth Edition,226,
1,Root Maze,Tenth Edition,292,
1,Rootwalla,Tenth Edition,293,
1,Royal Assassin,Tenth Edition,174,
1,Rushwood Dryad,Tenth Edition,294,
2,Sage Owl,Tenth Edition,104,
1,Sea Monster,Tenth Edition,106,
2,Sift,Tenth Edition,108,
1,Skyhunter Prowler,Tenth Edition,42,
1,Smash,Tenth Edition,235,
1,Soul Warden,Tenth Edition,44,
1,Spitting Earth,Tenth Edition,238,
1,Tangle Spider,Tenth Edition,303,
1,Terramorphic Expanse,Tenth Edition,360,
1,Thrull Surgeon,Tenth Edition,183,
1,Thundering Giant,Tenth Edition,243,
1,Treetop Bracers,Tenth Edition,304,
1,Tundra Wolves,Tenth Edition,54,
1,Underworld Dreams,Tenth Edition,184,
1,Viashino Sandscout,Tenth Edition,246,
2,Wall of Air,Tenth Edition,124,
1,Youthful Knight,Tenth Edition,62,
2,Aeronaut Cavalry,The Brothers' War,1,
1,Aeronaut Cavalry,The Brothers' War,1,foil
2,Aeronaut's Wings,The Brothers' War,231,
1,Aeronaut's Wings,The Brothers' War,231,foil
1,Air Marshal,The Brothers' War,43,
3,Airlift Chaplain,The Brothers' War,2,
1,Alloy Animist,The Brothers' War,166,
1,Ambush Paratrooper,The Brothers' War,3,
2,Arbalest Engineers,The Brothers' War,206,
2,Argivian Avenger,The Brothers' War,232,
1,Argothian Opportunist,The Brothers' War,167,
2,Argothian Sprite,The Brothers' War,168,
1,Arms Race,The Brothers' War,126,
1,Ashnod's Harvester,The Brothers' War,117,
3,Ashnod's Intervention,The Brothers' War,85,
1,Ashnod's Intervention,The Brothers' War,85,foil
1,Audacity,The Brothers' War,169,
3,Battery Bearer,The Brothers' War,207,
1,Battlefield Butcher,The Brothers' War,86,
1,Battlefield Forge,The Brothers' War,257,
1,Battlefield Forge,The Brothers' War,297,
1,Bitter Reunion,The Brothers' War,127,
2,Blanchwood Armor,The Brothers' War,171,
1,Blanchwood Prowler,The Brothers' War,172,
2,Blitz Automaton,The Brothers' War,158,
3,Boulderbranch Golem,The Brothers' War,197,
1,Brotherhood's End,The Brothers' War,128,
2,Burrowing Razormaw,The Brothers' War,173,
1,Bushwhack,The Brothers' War,174,
1,Calamity's Wake,The Brothers' War,4,
2,Carrion Locust,The Brothers' War,87,
1,Citanul Stalwart,The Brothers' War,175,
1,Cityscape Leveler,The Brothers' War,233,
1,Clay Champion,The Brothers' War,230,
1,Clay Revenant,The Brothers' War,118,
1,Clay Revenant,The Brothers' War,118,foil
2,Coastal Bulwark,The Brothers' War,76,
1,Combat Courier,The Brothers' War,77,
1,Combat Thresher,The Brothers' War,35,
1,Combat Thresher,The Brothers' War,35,foil
2,Conscripted Infantry,The Brothers' War,129,
2,Corrupt,The Brothers' War,88,
1,Cradle Clearcutter,The Brothers' War,198,
1,Curate,The Brothers' War,44,
2,Deadly Riposte,The Brothers' War,5,
1,Deathbloom Ritualist,The Brothers' War,208,
1,Defabricate,The Brothers' War,45,
2,Demolition Field,The Brothers' War,260,
2,Depth Charge Colossus,The Brothers' War,78,
1,Desynchronize,The Brothers' War,46,
1,Diabolic Intent,The Brothers' War,89,
4,Disciples of Gix,The Brothers' War,90,
1,Disciples of Gix,The Brothers' War,90,foil
3,Disenchant,The Brothers' War,6,
1,Disfigure,The Brothers' War,91,
1,"Drafna, Founder of Lat-Nam",The Brothers' War,47,foil
2,Dreams of Steel and Oil,The Brothers' War,92,
2,Dredging Claw,The Brothers' War,119,
2,Dwarven Forge-Chanter,The Brothers' War,131,
1,Emergency Weld,The Brothers' War,93,
1,Emergency Weld,The Brothers' War,93,foil
2,Energy Refractor,The Brothers' War,234,
2,Epic Confrontation,The Brothers' War,176,
3,Evangel of Synthesis,The Brothers' War,209,
1,Excavation Explosion,The Brothers' War,132,
1,Fade from History,The Brothers' War,177,
1,Fallaji Archaeologist,The Brothers' War,48,
1,Fallaji Archaeologist,The Brothers' War,48,foil
1,Fallaji Chaindancer,The Brothers' War,134,
1,Fallaji Dragon Engine,The Brothers' War,159,
2,Fallaji Excavation,The Brothers' War,178,
1,Fallaji Vanguard,The Brothers' War,210,
1,Fateful Handoff,The Brothers' War,94,
1,Fauna Shaman,The Brothers' War,179,
1,"Feldon, Ronom Excavator",The Brothers' War,135,
1,Flow of Knowledge,The Brothers' War,49,
2,Fog of War,The Brothers' War,180,
1,Forging the Anchor,The Brothers' War,50,
1,Fortified Beachhead,The Brothers' War,262,
2,Gaea's Courser,The Brothers' War,181,
1,Gaea's Gift,The Brothers' War,182,
1,Giant Cindermaw,The Brothers' War,136,
2,Giant Growth,The Brothers' War,183,
2,Gix's Caress,The Brothers' War,96,
1,Gixian Infiltrator,The Brothers' War,98,
1,Gixian Infiltrator,The Brothers' War,98,foil
1,Gixian Puppeteer,The Brothers' War,99,
1,Gixian Skullflayer,The Brothers' War,100,
1,Gnarlroot Pallbearer,The Brothers' War,184,
2,Gnawing Vermin,The Brothers' War,101,
3,Go for the Throat,The Brothers' War,102,
1,Go for the Throat,The Brothers' War,102,foil
1,Goblin Blast-Runner,The Brothers' War,137,
1,Goblin Firebomb,The Brothers' War,235,
1,Goring Warplow,The Brothers' War,120,
3,Great Desert Prospector,The Brothers' War,7,
2,Gruesome Realization,The Brothers' War,103,
2,Gurgling Anointer,The Brothers' War,104,
1,Haywire Mite,The Brothers' War,199,
1,Heavyweight Demolisher,The Brothers' War,160,
1,Hero of the Dunes,The Brothers' War,213,
1,Hoarding Recluse,The Brothers' War,186,
2,Horned Stoneseeker,The Brothers' War,138,
1,Hulking Metamorph,The Brothers' War,79,
1,"Hurkyl, Master Wizard",The Brothers' War,51,
1,Involuntary Cooldown,The Brothers' War,53,
1,Iron-Craw Crusher,The Brothers' War,200,
2,Junkyard Genius,The Brothers' War,214,
1,Kayla's Reconstruction,The Brothers' War,10,
1,Keeper of the Cadence,The Brothers' War,54,
1,Kill-Zone Acrobat,The Brothers' War,106,
1,Koilos Roc,The Brothers' War,55,
3,Lat-Nam Adept,The Brothers' War,56,
2,Lay Down Arms,The Brothers' War,11,
1,Legions to Ashes,The Brothers' War,215,
1,Levitating Statue,The Brothers' War,236,
1,Llanowar Wastes,The Brothers' War,264,
1,"Loran, Disciple of History",The Brothers' War,13,
2,Loran's Escape,The Brothers' War,14,
3,Machine Over Matter,The Brothers' War,57,
1,Mask of the Jadecrafter,The Brothers' War,201,
2,Mass Production,The Brothers' War,15,
1,Mechanized Warfare,The Brothers' War,139,
1,Meticulous Excavation,The Brothers' War,16,
2,Mightstone's Animation,The Brothers' War,58,
1,Military Discipline,The Brothers' War,17,
2,Mine Worker,The Brothers' War,239,
1,Misery's Shadow,The Brothers' War,107,
1,"Mishra, Claimed by Gix",The Brothers' War,216,
2,"Mishra, Excavation Prodigy",The Brothers' War,140,
1,"Mishra, Excavation Prodigy",The Brothers' War,140,foil
2,"Mishra, Tamer of Mak Fawa",The Brothers' War,217,
1,"Mishra, Tamer of Mak Fawa",The Brothers' War,217,foil
1,Mishra's Domination,The Brothers' War,142,
1,Mishra's Juggernaut,The Brothers' War,161,
1,Mishra's Juggernaut,The Brothers' War,161,foil
3,Mishra's Onslaught,The Brothers' War,143,
1,Mishra's Research Desk,The Brothers' War,162,
3,Moment of Defiance,The Brothers' War,108,
1,Monastery Swiftspear,The Brothers' War,144,
1,"Myrel, Shield of Argive",The Brothers' War,18,foil
1,No One Left Behind,The Brothers' War,109,
2,Obliterating Bolt,The Brothers' War,145,
2,Obstinate Baloth,The Brothers' War,187,
1,Obstinate Baloth,The Brothers' War,187,foil
1,Over the Top,The Brothers' War,146,
3,Overwhelming Remorse,The Brothers' War,110,
1,Painful Quandary,The Brothers' War,111,
3,Penregon Strongbull,The Brothers' War,147,
1,Penregon Strongbull,The Brothers' War,147,foil
1,Perimeter Patrol,The Brothers' War,188,
1,Perimeter Patrol,The Brothers' War,188,foil
3,Phalanx Vanguard,The Brothers' War,19,
1,Phalanx Vanguard,The Brothers' War,19,foil
1,Phyrexian Dragon Engine,The Brothers' War,163,
1,Platoon Dispenser,The Brothers' War,36,
2,Power Plant Worker,The Brothers' War,241,
1,Power Plant Worker,The Brothers' War,241,foil
3,Powerstone Engineer,The Brothers' War,20,
3,Powerstone Fracture,The Brothers' War,112,
3,Prison Sentence,The Brothers' War,21,
1,Pyrrhic Blast,The Brothers' War,148,
1,Pyrrhic Blast,The Brothers' War,148,foil
1,Queen Kayla bin-Kroog,The Brothers' War,218,
2,Ravenous Gigamole,The Brothers' War,113,
1,Raze to the Ground,The Brothers' War,149,
1,Recommission,The Brothers' War,22,
3,Reconstructed Thopter,The Brothers' War,242,
1,Reconstructed Thopter,The Brothers' War,242,foil
1,Recruitment Officer,The Brothers' War,23,
1,Recruitment Officer,The Brothers' War,23,foil
1,Repair and Recharge,The Brothers' War,24,
1,Retrieval Agent,The Brothers' War,60,
3,Roc Hunter,The Brothers' War,150,
2,Rust Goliath,The Brothers' War,204,
2,Sardian Cliffstomper,The Brothers' War,151,
3,Sarinth Steelseeker,The Brothers' War,189,
2,Scatter Ray,The Brothers' War,61,
3,Scrapwork Cohort,The Brothers' War,37,
1,Scrapwork Mutt,The Brothers' War,164,
1,Scrapwork Mutt,The Brothers' War,164,foil
2,Scrapwork Rager,The Brothers' War,123,
2,Shoot Down,The Brothers' War,190,
1,Sibling Rivalry,The Brothers' War,152,
1,Sibling Rivalry,The Brothers' War,152,foil
2,Skyfisher Spider,The Brothers' War,221,
1,Skystrike Officer,The Brothers' War,62,
1,Slagstone Refinery,The Brothers' War,243,
2,Soul Partition,The Brothers' War,26,
2,Spectrum Sentinel,The Brothers' War,244,
3,Splitting the Powerstone,The Brothers' War,63,
1,Spotter Thopter,The Brothers' War,80,
2,Static Net,The Brothers' War,27,
2,Steel Exemplar,The Brothers' War,246,
1,Steel Seraph,The Brothers' War,38,
4,Stern Lesson,The Brothers' War,64,
1,Stone Retrieval Unit,The Brothers' War,248,
1,Su-Chi Cave Guard,The Brothers' War,249,
2,Supply Drop,The Brothers' War,250,
1,Survivor of Korlis,The Brothers' War,28,
2,Swiftgear Drake,The Brothers' War,251,
1,Swiftgear Drake,The Brothers' War,251,foil
1,Symmetry Matrix,The Brothers' War,252,
2,Take Flight,The Brothers' War,65,
1,"Tawnos, the Toymaker",The Brothers' War,222,
1,Tawnos's Tinkering,The Brothers' War,191,
1,"Teferi, Temporal Pilgrim",The Brothers' War,66,
2,The Fall of Kroog,The Brothers' War,133,
1,Third Path Iconoclast,The Brothers' War,223,
2,Third Path Savant,The Brothers' War,67,
1,Thopter Architect,The Brothers' War,29,
1,Thopter Mechanic,The Brothers' War,68,
1,Thran Power Suit,The Brothers' War,253,
1,Thran Vigil,The Brothers' War,114,
1,Thraxodemon,The Brothers' War,115,
1,Thraxodemon,The Brothers' War,115,foil
1,Titania's Command,The Brothers' War,194,
3,Tocasia's Onulet,The Brothers' War,39,
3,Tomakul Honor Guard,The Brothers' War,195,
1,Tomakul Scrapsmith,The Brothers' War,153,
1,Tower Worker,The Brothers' War,255,
4,Transmogrant Altar,The Brothers' War,124,
2,Trench Stalker,The Brothers' War,116,
1,Tyrant of Kher Ridges,The Brothers' War,154,
1,Underground River,The Brothers' War,267,
3,Union of the Third Path,The Brothers' War,31,
1,Unleash Shell,The Brothers' War,155,
2,"Urza, Powerstone Prodigy",The Brothers' War,69,
1,"Urza, Prince of Kroog",The Brothers' War,226,
1,Urza's Rebuff,The Brothers' War,71,
1,Veteran's Powerblade,The Brothers' War,41,
1,Visions of Phyrexia,The Brothers' War,156,
1,Warlord's Elite,The Brothers' War,32,
4,Wasteful Harvest,The Brothers' War,196,
1,Wasteful Harvest,The Brothers' War,196,foil
2,Weakstone's Subjugation,The Brothers' War,72,
2,Whirling Strike,The Brothers' War,157,
1,Wing Commando,The Brothers' War,73,
1,Woodcaller Automaton,The Brothers' War,292,
1,Yotian Dissident,The Brothers' War,227,
1,Yotian Dissident,The Brothers' War,227,foil
1,Yotian Frontliner,The Brothers' War,42,
1,Yotian Medic,The Brothers' War,33,
2,Yotian Tactician,The Brothers' War,228,
1,Zephyr Sentinel,The Brothers' War,74,
1,The Archimandrite,The Brothers' War Commander,26,
1,Adaptive Automaton,The Brothers' War Retro Artifacts,1,
1,Astral Cornucopia,The Brothers' War Retro Artifacts,5,
2,Bone Saw,The Brothers' War Retro Artifacts,7,
2,Burnished Hart,The Brothers' War Retro Artifacts,8,
2,Chromatic Lantern,The Brothers' War Retro Artifacts,10,
1,Chromatic Lantern,The Brothers' War Retro Artifacts,10,foil
1,Chromatic Star,The Brothers' War Retro Artifacts,11,
1,Elsewhere Flask,The Brothers' War Retro Artifacts,15,
1,Elsewhere Flask,The Brothers' War Retro Artifacts,78,
1,Foundry Inspector,The Brothers' War Retro Artifacts,16,
1,Howling Mine,The Brothers' War Retro Artifacts,83,
1,Ichor Wellspring,The Brothers' War Retro Artifacts,21,
1,Inspiring Statuary,The Brothers' War Retro Artifacts,22,
1,Ivory Tower,The Brothers' War Retro Artifacts,23,
1,Jalum Tome,The Brothers' War Retro Artifacts,24,
1,Keening Stone,The Brothers' War Retro Artifacts,89,
1,Liquimetal Coating,The Brothers' War Retro Artifacts,28,
1,Liquimetal Coating,The Brothers' War Retro Artifacts,91,
1,Lodestone Golem,The Brothers' War Retro Artifacts,29,
1,Mazemind Tome,The Brothers' War Retro Artifacts,30,
1,Mesmeric Orb,The Brothers' War Retro Artifacts,31,
1,Millstone,The Brothers' War Retro Artifacts,32,
1,Mishra's Bauble,The Brothers' War Retro Artifacts,34,
1,Mox Amber,The Brothers' War Retro Artifacts,98,foil
3,Ornithopter,The Brothers' War Retro Artifacts,37,
1,Phyrexian Processor,The Brothers' War Retro Artifacts,39,
1,Phyrexian Revoker,The Brothers' War Retro Artifacts,40,
2,Pristine Talisman,The Brothers' War Retro Artifacts,43,
1,Quicksilver Amulet,The Brothers' War Retro Artifacts,108,
1,Quietus Spike,The Brothers' War Retro Artifacts,46,
1,Runechanter's Pike,The Brothers' War Retro Artifacts,48,
1,Sculpting Steel,The Brothers' War Retro Artifacts,50,
1,Self-Assembler,The Brothers' War Retro Artifacts,51,
1,Self-Assembler,The Brothers' War Retro Artifacts,51,foil
2,Self-Assembler,The Brothers' War Retro Artifacts,114,
1,Sigil of Valor,The Brothers' War Retro Artifacts,53,
2,Soul-Guide Lantern,The Brothers' War Retro Artifacts,54,
1,Springleaf Drum,The Brothers' War Retro Artifacts,55,
1,Swiftfoot Boots,The Brothers' War Retro Artifacts,58,
1,Thorn of Amethyst,The Brothers' War Retro Artifacts,123,
1,"Ajani, Strength of the Pride",The List,817,
1,Alabaster Dragon,The List,742,
2,Alpha Kavu,The List,161,
1,Arcbound Overseer,The List,448,
1,Arcbound Slith,The List,243,
1,Archive Trap,The List,355,
1,Argothian Elder,The List,924,
1,Barbarian Ring,The List,811,
1,Beanstalk Giant // Fertile Footsteps,The List,325,
2,Benediction of Moons,The List,578,
1,Beseech the Queen,The List,84,
1,Bleak Coven Vampires,The List,521,
1,Blessed Reversal,The List,892,
2,Blood Crypt,The List,650,
1,Boggart Arsonists,The List,124,
1,Bojuka Bog,The List,282,
1,Chemister's Insight,The List,50,
1,Cold Storage,The List,341,
1,Crimson Muckwader,The List,613,
1,Crown of Empires,The List,250,
1,Crystalline Sliver,The List,204,
1,Deathcoil Wurm,The List,618,
2,Deathless Knight,The List,392,
1,Devoted Druid,The List,782,
2,Doomwake Giant,The List,93,
1,Dryad Arbor,The List,285,
1,Dungeon Shade,The List,473,
1,Enclave Cryptologist,The List,54,
1,Enlightened Tutor,The List,16,
1,Etherium-Horn Sorcerer,The List,209,
1,Evermind,The List,56,
1,Fractured Powerstone,The List,257,
1,Ghitu Chronicler,The List,366,
1,Grizzly Fate,The List,172,
1,Hashep Oasis,The List,289,
2,Howling Mine,The List,641,
1,"Ib Halfheart, Goblin Tactician",The List,535,
1,Imperious Perfect,The List,177,
1,Jadelight Ranger,The List,179,
1,Juniper Order Ranger,The List,441,
1,Lashweed Lurker,The List,3,
1,"Lathliss, Dragon Queen",The List,778,
2,"Linvala, Shield of Sea Gate",The List,794,
1,Llanowar Reborn,The List,292,
1,Llanowar Reborn,The List,292,
1,"Lolth, Spider Queen",The List,770,
1,Loyal Apprentice,The List,536,
1,Merfolk Mistbinder,The List,219,
1,"Michiko Konda, Truth Seeker",The List,657,
1,"Muldrotha, the Gravetide",The List,220,
1,Muscle Sliver,The List,183,
1,Nephalia Academy,The List,402,
1,Noble Benefactor,The List,69,
1,Noble Benefactor,The List,69,
2,Noggle Hedge-Mage,The List,237,
1,"Oloro, Ageless Ascetic",The List,223,
1,Outlaws' Merriment,The List,738,
1,Panglacial Wurm,The List,330,
1,Pegasus Stampede,The List,28,
1,Pentarch Paladin,The List,749,
1,"Phenax, God of Deception",The List,445,
1,Phyrexian Altar,The List,1005,
1,Phyrexian Monitor,The List,978,
1,Pillage,The List,321,
1,Prismatic Geoscope,The List,266,
1,Progenitus,The List,226,
1,Pyroclasm,The List,688,
1,Reduce to Memory,The List,408,
2,Relentless Rats,The List,112,
1,Rend Flesh,The List,527,
1,Rootrunner,The List,189,
1,Runed Stalactite,The List,345,
1,Scroll of the Masters,The List,398,
1,Sedge Sliver,The List,152,
1,Seething Song,The List,323,
1,Shield of the Oversoul,The List,800,
2,Siege Modification,The List,691,
1,Snubhorn Sentry,The List,33,
1,Spellbook,The List,399,
1,Spined Thopter,The List,78,
1,Stitch Together,The List,850,
2,Stone Haven Pilgrim,The List,662,
1,Stonybrook Banneret,The List,79,
1,Sunscape Battlemage,The List,37,
2,Swiftfoot Boots,The List,271,
1,"Tawnos, Urza's Apprentice",The List,940,
1,Thought Vessel,The List,274,
1,Treasure Hunter,The List,752,
1,Ulvenwald Mysteries,The List,196,
1,Urborg Panther,The List,117,
1,Vampire Nocturnus,The List,119,
1,Venerated Teacher,The List,360,
1,"Venser, Shaper Savant",The List,975,
1,Vesuva,The List,298,
1,Vesuva,The List,298,
1,Vodalian Illusionist,The List,82,
1,Will-o'-the-Wisp,The List,477,
1,Witch's Oven,The List,573,
1,Wizard Class,The List,765,
1,Wizened Cenn,The List,42,
1,Agonizing Remorse,Theros Beyond Death,83,
1,"Alirios, Enraptured",Theros Beyond Death,42,
1,Alseid of Life's Bounty,Theros Beyond Death,1,
2,Altar of the Pantheon,Theros Beyond Death,231,
1,Ashiok's Erasure,Theros Beyond Death,43,
2,Aspect of Lamprey,Theros Beyond Death,85,
1,Aspect of Manticore,Theros Beyond Death,127,
1,Blight-Breath Catoblepas,Theros Beyond Death,86,
1,"Callaphe, Beloved of the Sea",Theros Beyond Death,45,
2,Captivating Unicorn,Theros Beyond Death,6,
2,Careless Celebrant,Theros Beyond Death,129,
1,Cling to Dust,Theros Beyond Death,87,
1,Daybreak Chimera,Theros Beyond Death,10,
1,Demon of Loathing,Theros Beyond Death,292,
1,Deny the Divine,Theros Beyond Death,47,
1,Destiny Spinner,Theros Beyond Death,168,
1,Devourer of Memory,Theros Beyond Death,213,
1,Discordant Piper,Theros Beyond Death,88,
1,Drag to the Underworld,Theros Beyond Death,89,
1,Dreadful Apathy,Theros Beyond Death,11,
1,Dreamshaper Shaman,Theros Beyond Death,130,
1,Elite Instructor,Theros Beyond Death,49,
1,Elspeth Conquers Death,Theros Beyond Death,13,
1,Elspeth's Nightmare,Theros Beyond Death,91,
1,Entrancing Lyre,Theros Beyond Death,233,
1,Eutropia the Twice-Favored,Theros Beyond Death,216,
1,Final Death,Theros Beyond Death,95,
1,Flicker of Fate,Theros Beyond Death,16,foil
1,Funeral Rites,Theros Beyond Death,97,
1,Gallia of the Endless Dance,Theros Beyond Death,217,
1,Glory Bearers,Theros Beyond Death,17,
1,Grim Physician,Theros Beyond Death,100,
1,Haktos the Unscarred,Theros Beyond Death,218,
1,Heliod's Pilgrim,Theros Beyond Death,20,
1,Hero of the Games,Theros Beyond Death,137,
1,Hero of the Pride,Theros Beyond Death,22,
1,Ilysian Caryatid,Theros Beyond Death,174,
1,Incendiary Oracle,Theros Beyond Death,140,
1,Indomitable Will,Theros Beyond Death,25,
1,Inspire Awe,Theros Beyond Death,175,
2,Iroas's Blessing,Theros Beyond Death,142,
1,"Kunoros, Hound of Athreos",Theros Beyond Death,222,
1,Lampad of Death's Vigil,Theros Beyond Death,103,
3,Loathsome Chimera,Theros Beyond Death,177,
1,Minion's Return,Theros Beyond Death,104,
1,Mire's Grasp,Theros Beyond Death,106,
3,Mogis's Favor,Theros Beyond Death,107,
2,Moss Viper,Theros Beyond Death,179,
2,Naiad of Hidden Coves,Theros Beyond Death,56,
1,Nessian Wanderer,Theros Beyond Death,183,
1,Nexus Wardens,Theros Beyond Death,184,
1,Nylea's Forerunner,Theros Beyond Death,186,
1,Nylea's Huntmaster,Theros Beyond Death,187,
2,Nyxborn Courser,Theros Beyond Death,29,
1,Nyxborn Marauder,Theros Beyond Death,109,
1,Nyxborn Seaguard,Theros Beyond Death,57,
2,Omen of the Forge,Theros Beyond Death,145,
1,One with the Stars,Theros Beyond Death,59,
1,Pharika's Libation,Theros Beyond Death,111,
1,Portent of Betrayal,Theros Beyond Death,149,
1,Rage-Scarred Berserker,Theros Beyond Death,113,
1,"Renata, Called to the Hunt",Theros Beyond Death,267,
2,Riptide Turtle,Theros Beyond Death,61,
1,Rise to Glory,Theros Beyond Death,225,
2,Rumbling Sentry,Theros Beyond Death,35,
1,Sage of Mysteries,Theros Beyond Death,62,
3,Scavenging Harpy,Theros Beyond Death,114,
1,Sentinel's Eyes,Theros Beyond Death,36,
1,Setessan Champion,Theros Beyond Death,198,
2,Setessan Skirmisher,Theros Beyond Death,200,
1,Setessan Training,Theros Beyond Death,201,
1,Shatter the Sky,Theros Beyond Death,37,
1,"Siona, Captain of the Pyleas",Theros Beyond Death,226,
1,Skola Grovedancer,Theros Beyond Death,202,
1,Skophos Warleader,Theros Beyond Death,154,
1,Slaughter-Priest of Mogis,Theros Beyond Death,227,
3,Sleep of the Dead,Theros Beyond Death,66,
1,Soul-Guide Lantern,Theros Beyond Death,237,
2,Stampede Rider,Theros Beyond Death,155,
1,Stinging Lionfish,Theros Beyond Death,69,
2,Sunmane Pegasus,Theros Beyond Death,38,
1,Temple of Enlightenment,Theros Beyond Death,246,
3,Terror of Mount Velus,Theros Beyond Death,295,
1,The First Iroan Games,Theros Beyond Death,170,
5,Thirst for Meaning,Theros Beyond Death,74,
1,Thrill of Possibility,Theros Beyond Death,159,
1,Towering-Wave Mystic,Theros Beyond Death,77,
2,Traveler's Amulet,Theros Beyond Death,240,
1,Triumphant Surge,Theros Beyond Death,41,
1,"Tymaret, Chosen from Death",Theros Beyond Death,119,
2,Underworld Charger,Theros Beyond Death,120,
3,Underworld Dreams,Theros Beyond Death,121,
1,Underworld Rage-Hound,Theros Beyond Death,163,
1,Vexing Gull,Theros Beyond Death,79,
2,Voracious Typhon,Theros Beyond Death,203,
1,Wings of Hubris,Theros Beyond Death,241,
2,Witness of Tomorrows,Theros Beyond Death,82,
2,Wrap in Flames,Theros Beyond Death,164,
1,Acclaimed Contender,Throne of Eldraine,1,
1,All That Glitters,Throne of Eldraine,2,
1,Animating Faerie // Bring to Life,Throne of Eldraine,38,
1,Arcanist's Owl,Throne of Eldraine,206,
1,Archon of Absolution,Throne of Eldraine,3,
3,Ardenvale Paladin,Throne of Eldraine,4,
2,Ardenvale Tactician // Dizzying Swoop,Throne of Eldraine,5,
1,"Ayara, First of Locthwain",Throne of Eldraine,75,
3,Bake into a Pie,Throne of Eldraine,76,
4,Barge In,Throne of Eldraine,112,
2,Barrow Witches,Throne of Eldraine,77,
4,Bartered Cow,Throne of Eldraine,6,
1,Beanstalk Giant // Fertile Footsteps,Throne of Eldraine,149,
1,Beanstalk Giant // Fertile Footsteps,Throne of Eldraine,295,
2,Belle of the Brawl,Throne of Eldraine,78,
4,Beloved Princess,Throne of Eldraine,7,
1,Blacklance Paragon,Throne of Eldraine,79,
4,Bloodhaze Wolverine,Throne of Eldraine,113,
4,Blow Your House Down,Throne of Eldraine,114,
1,Bog Naughty,Throne of Eldraine,80,
4,Brimstone Trebuchet,Throne of Eldraine,116,
1,Burning-Yard Trainer,Throne of Eldraine,117,
2,Castle Embereth,Throne of Eldraine,239,
1,Castle Locthwain,Throne of Eldraine,241,
2,Cauldron Familiar,Throne of Eldraine,81,
1,Cauldron's Gift,Throne of Eldraine,83,
4,Charmed Sleep,Throne of Eldraine,40,
1,Charming Prince,Throne of Eldraine,8,
2,Claim the Firstborn,Throne of Eldraine,118,
1,Clockwork Servant,Throne of Eldraine,216,
1,Corridor Monitor,Throne of Eldraine,41,
1,Covetous Urge,Throne of Eldraine,207,
4,Crashing Drawbridge,Throne of Eldraine,217,
2,Crystal Slipper,Throne of Eldraine,119,
1,Curious Pair // Treats to Share,Throne of Eldraine,150,
2,Deafening Silence,Throne of Eldraine,10,
2,Deathless Knight,Throne of Eldraine,208,
3,Didn't Say Please,Throne of Eldraine,42,
